timestamp,speed(m/s2),acc(m/s2),acc_slope(m/s2),pedal_cmd,pedal_fd
1655973700.33,4.10587977667,1.17400613292,-0.111846921608,-20.0,0.0
1655973700.34,4.11775452552,1.18018135363,-0.110941833912,-20.0,0.0
1655973700.35,4.12939957362,1.15691365804,-0.110387325232,-20.0,0.0
1655973700.36,4.14156735975,1.20831229749,-0.109877501108,-20.0,0.0
1655973700.37,4.15309358378,1.14497581356,-0.109452482058,-20.0,0.0
1655973700.38,4.16437248432,1.12188562836,-0.109051306333,-20.0,0.0
1655973700.39,4.17494192944,1.0514404162,-0.108501519601,-20.0,0.0
1655973700.4,4.1853045122,1.0316461153,-0.107994907937,-20.0,0.0
1655973700.41,4.19591087284,1.0555553352,-0.107550046693,-20.0,0.0
1655973700.42,4.20632491957,1.03664972023,-0.107001894722,-20.0,0.0
1655973700.43,4.21627605877,0.990658701988,-0.106835803156,-20.0,0.0
1655973700.44,4.22511323692,0.87245901177,-0.10608422883,-20.0,0.0
1655973700.45,4.231120436,0.600385025022,-0.105365537838,-20.0,0.0
1655973700.46,4.23362932758,0.253929323482,-0.103931271525,-20.0,0.0
1655973700.47,4.23330184331,-0.0272740697492,-0.102499774002,-20.0,-20.0
1655973700.48,4.23085379081,-0.238042199702,-0.100721868881,-20.0,-20.0
1655973700.5,4.21541586507,-0.902200408285,-0.0943716038943,-20.0,-20.0
1655973700.51,4.19503125,-1.01217875275,-0.0951744356902,-20.0,-20.0
1655973700.52,4.18489273278,-1.00298412334,-0.0901554612368,-20.0,-20.0
1655973700.53,4.17302782714,-1.17575387139,-0.0843882331772,-20.0,-20.0
1655973700.54,4.16043484593,-1.24922902784,-0.0780343529433,-20.0,-20.0
1655973700.55,4.14803722567,-1.23105477575,-0.0708028683158,-20.0,-20.0
1655973700.55,4.14803722567,-1.23105477575,-0.0708028683158,-20.0,-20.0
1655973700.57,4.12264870567,-1.31151277833,-0.0551185870401,-20.0,-20.0
1655973700.58,4.10873985366,-1.38459413752,-0.0464919658514,-20.0,-20.0
1655973700.59,4.09454266101,-1.41439992659,-0.0376565961026,-20.0,-20.0
1655973700.6,4.08011314888,-1.43842053711,-0.0289548183637,-20.0,-20.0
1655973700.61,4.0645122815,-1.55559989499,-0.0195506432608,-20.0,-20.0
1655973700.62,4.04847454135,-1.59964603852,-0.0100260108517,-20.0,-20.0
1655973700.63,4.03225882943,-1.62261103858,-0.00054144550867,-20.0,-20.0
1655973700.64,4.0159866084,-1.62322796545,0.00940305707305,-20.0,-20.0
1655973700.65,3.99977290033,-1.67073247165,0.0189205384434,-20.0,-20.0
1655973700.66,3.98264008907,-1.70888504002,0.0284536777136,-20.0,-20.0
1655973700.67,3.96575722171,-1.68313882125,0.0379978008978,-20.0,-20.0
1655973700.68,3.94837449916,-1.73193913764,0.0477103061506,-20.0,-20.0
1655973700.69,3.9305700276,-1.77378295473,0.0564645333957,-20.0,-20.0
1655973700.7,3.9113574574,-1.91312097443,0.0656137779345,-20.0,-20.0
1655973700.71,3.89207131971,-1.91986770111,0.0743536016621,-20.0,-20.0
1655973700.72,3.87236561115,-1.96068207898,0.0824075181332,-20.0,-20.0
1655973700.73,3.85233065226,-1.99242776289,0.0901033509502,-20.0,-20.0
1655973700.74,3.83185513134,-2.03522537061,0.0973672641315,-20.0,-20.0
1655973700.75,3.81154512892,-2.01613216343,0.104425563293,-20.0,-20.0
1655973700.77,3.77192297104,-1.98477085882,0.116532137831,-20.0,-20.0
1655973700.77,3.77192297104,-1.98477085882,0.116532137831,-20.0,-20.0
1655973700.78,3.75202905572,-1.97149663988,0.12170608929,-20.0,-20.0
1655973700.8,3.71217677723,-1.98889499708,0.130222181304,-20.0,-20.0
1655973700.81,3.69251464617,-1.94505747252,0.133514800924,-20.0,-20.0
1655973700.82,3.67220483848,-2.00817223066,0.136236636057,-20.0,-20.0
1655973700.83,3.65198598269,-2.00042433321,0.138016140705,-20.0,-20.0
1655973700.84,3.62999385945,-2.0253975906,0.139017992403,-20.0,-20.0
1655973700.85,3.60977222503,-2.00275922856,0.139037333527,-20.0,-20.0
1655973700.86,3.58904053921,-2.0550729258,0.138710891814,-20.0,-20.0
1655973700.87,3.56866202615,-2.02135252782,0.137490969672,-20.0,-20.0
1655973700.88,3.54841202774,-2.01054754847,0.135707344539,-20.0,-20.0
1655973700.89,3.52784352559,-2.04435439367,0.133544533073,-20.0,-20.0
1655973700.9,3.50779619197,-1.99354406885,0.13100176387,-20.0,-20.0
