timestamp,speed(m/s2),acc(m/s2),acc_slope(m/s2),pedal_cmd,pedal_fd
1655973647.24,4.09961319031,1.11709478301,-0.143799473143,-10.0,0.0
1655973647.25,4.11059498248,1.08183712812,-0.145222301555,-10.0,0.0
1655973647.26,4.12168601913,1.09352862752,-0.146551698015,-10.0,0.0
1655973647.27,4.13246267078,1.0627777155,-0.148026973199,-10.0,0.0
1655973647.28,4.14289407135,1.02856094645,-0.149065513233,-10.0,0.0
1655973647.29,4.15364983459,1.05939169569,-0.150120449928,-10.0,0.0
1655973647.3,4.16459912668,1.07886301066,-0.151334457819,-10.0,0.0
1655973647.31,4.17514419576,1.03878998145,-0.152240901219,-10.0,0.0
1655973647.32,4.18557953797,1.02643360024,-0.153636556612,-10.0,0.0
1655973647.33,4.19623720122,1.04864737391,-0.154772212282,-10.0,0.0
1655973647.34,4.20671705749,1.03146151561,-0.155784555091,-10.0,0.0
1655973647.35,4.21566785894,0.881132954269,-0.156569879476,-10.0,0.0
1655973647.36,4.22225201957,0.650059108241,-0.157365580778,-10.0,0.0
1655973647.37,4.2265998074,0.43251928348,-0.157721191914,-10.0,0.0
1655973647.38,4.22961202687,0.302911305073,-0.157528137253,-10.0,0.0
1655973647.39,4.23150026007,0.192954745479,-0.156875206295,-10.0,-10.0
1655973647.4,4.23147618817,0.00430041006867,-0.155638264057,-10.0,-10.0
1655973647.41,4.23086215588,-0.0523428693544,-0.154157535654,-10.0,-10.0
1655973647.42,4.23019628851,-0.0581817107805,-0.151895265188,-10.0,-10.0
1655973647.44,4.22849979232,-0.0833599403443,-0.146064173816,-10.0,-10.0
1655973647.45,4.2270710037,-0.136319969877,-0.142545381262,-10.0,-10.0
1655973647.46,4.22537303214,-0.162536732329,-0.138413958601,-10.0,-10.0
1655973647.47,4.2234688541,-0.18356324963,-0.13385303273,-10.0,-10.0
1655973647.48,4.22123584219,-0.216257258303,-0.128707462631,-10.0,-10.0
1655973647.49,4.21807155814,-0.30854766578,-0.123662259639,-10.0,-10.0
1655973647.5,4.21453271853,-0.345753456758,-0.118082265779,-10.0,-10.0
1655973647.51,4.21088745875,-0.357533437694,-0.11206632487,-10.0,-10.0
1655973647.52,4.20700035307,-0.382295159119,-0.105869374464,-10.0,-10.0
1655973647.53,4.20230772896,-0.462503526571,-0.0994258519566,-10.0,-10.0
1655973647.54,4.19748854474,-0.475382908192,-0.0927429607961,-10.0,-10.0
1655973647.55,4.19250969069,-0.492051943149,-0.0858866494772,-10.0,-10.0
1655973647.56,4.18756999585,-0.488717447038,-0.0789268961617,-10.0,-10.0
1655973647.57,4.18210041048,-0.541905536065,-0.0715861695123,-10.0,-10.0
1655973647.58,4.1763143193,-0.573785275092,-0.0646934479591,-10.0,-10.0
